Latitude,Longitude,WnvPresent,Week,Tavg,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CsTS,CsRA,CsTSRA,CsBR,RelativeHumidity,NightTime,DayTime,Tavg_7daysbf,DewPoint_7daysbf,PrecipTotal_7daysbf,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,WnvRisk_low,WnvRisk_medium,WnvRisk_high
41.999129,-87.795585,0,22,74.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,57.39844888625208,9.066666666666665,14.933333333333335,77.0,59,0.0,0,1,0,0,0,1
42.01743,-87.687769,0,22,74.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,0,0,0,1,57.39844888625208,9.066666666666665,14.933333333333335,77.0,59,0.0,0,1,0,1,0,0
41.907645,-87.760886,0,22,77.0,59,66.0,0.0,29.44,30.09,5.8,16,7.4,0,0,0,1,53.83064226424435,9.066666666666665,14.933333333333335,77.0,59,0.0,0,0,1,1,0,0
41.732984,-87.649642,0,22,77.0,59,66.0,0.0,29.44,30.09,5.8,16,7.4,0,0,0,1,53.83064226424435,9.066666666666665,14.933333333333335,77.0,59,0.0,0,0,1,0,1,0
41.95469,-87.800991,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,77.0,59,0.0,0,1,0,0,0,1
41.95469,-87.800991,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,77.0,59,0.0,0,0,1,0,0,1
41.95469,-87.800991,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,77.0,59,0.0,1,0,0,0,0,1
41.974089,-87.824812,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,74.0,58,0.0,0,1,0,0,1,0
41.974089,-87.824812,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,74.0,58,0.0,0,0,1,0,1,0
41.9216,-87.666455,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,77.0,59,0.0,0,1,0,0,1,0
41.9216,-87.666455,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,77.0,59,0.0,0,0,1,0,1,0
41.9216,-87.666455,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,1,0,0,0,1,0
41.891118,-87.654491,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,1,0,0
41.867108,-87.654224,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,1,0,0,1,0
41.867108,-87.654224,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.867108,-87.654224,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,1,0,0,0,1,0
41.896282,-87.655232,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.919343,-87.694259,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,1,0,1,0,0
41.919343,-87.694259,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.921965,-87.632085,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.688324,-87.676709,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.720848,-87.666014,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,1,0,0,1,0
41.731922,-87.677512,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,1,0,0,1,0
41.731922,-87.677512,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.731922,-87.677512,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,1,0,0,0,1,0
41.999129,-87.795585,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,1,0,0,0,1
41.999129,-87.795585,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
41.907645,-87.760886,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.732984,-87.649642,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.981964,-87.812827,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.944869,-87.832763,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
42.011601,-87.811506,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
41.94983,-87.698457,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,1,0,0
41.979243,-87.750938,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,0,1,1,0,0
41.986921,-87.689778,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
41.801498,-87.763416,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,1,0,0,1,0
41.906638,-87.701431,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,0,1
41.723195,-87.64997,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.868077,-87.666901,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,1,0,0,0,1
41.868077,-87.666901,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
41.869216,-87.627561,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,1,0,1,0,0
41.662014,-87.724608,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,1,0,0,1,0
41.662014,-87.724608,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.662014,-87.724608,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,1,0,0,0,1,0
41.961743,-87.76007,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,1,0,1,0,0
41.961743,-87.76007,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.953067,-87.776792,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,1,0,1,0,0
41.953067,-87.776792,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.878114,-87.629798,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.958271,-87.702575,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,1,0,1,0,0
41.958271,-87.702575,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,1,0,0
41.932094,-87.700117,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.994469,-87.667736,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,1,0,1,0,0
42.006858,-87.675919,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,0,1,1,0,0
41.916265,-87.800515,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,1,0,0,0,1
41.916265,-87.800515,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,0,1
41.846075,-87.716277,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.918705,-87.752329,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.682587,-87.707973,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,57.0,47,0.27,0,1,0,0,1,0
41.682587,-87.707973,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.725517,-87.614258,0,23,57.0,47,52.0,0.27,29.16,29.78,6.2,3,8.1,0,1,0,1,69.17919044473983,8.9,15.1,56.0,48,0.42,0,1,0,1,0,0
41.948167,-87.730698,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,1,0,0,1,0
41.948167,-87.730698,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,56.0,48,0.42,0,0,1,0,1,0
41.963976,-87.69181,0,23,56.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,1,74.47077718456157,8.9,15.1,57.0,47,0.27,0,0,1,0,1,0
41.95469,-87.800991,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,57.0,47,0.27,0,1,0,0,0,1
41.95469,-87.800991,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,57.0,47,0.27,0,0,1,0,0,1
41.95469,-87.800991,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,57.0,47,0.27,0,0,0,0,0,1
41.994991,-87.769279,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,57.0,47,0.27,0,1,0,1,0,0
41.994991,-87.769279,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,56.0,48,0.42,0,0,1,1,0,0
41.974089,-87.824812,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,56.0,48,0.42,0,0,1,0,1,0
41.9216,-87.666455,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,56.0,48,0.42,0,1,0,0,1,0
41.9216,-87.666455,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,1,0
41.891118,-87.654491,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,1,0,0
41.891118,-87.654491,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,1,0,0
41.867108,-87.654224,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,1,0
41.896282,-87.655232,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,1,0,0
41.919343,-87.694259,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,1,0,0
41.688324,-87.676709,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,0,1,0
41.688324,-87.676709,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,1,0
41.731922,-87.677512,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,1,0
41.891126,-87.61156,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,1,0,0
41.891126,-87.61156,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.999129,-87.795585,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,0,0,1
41.999129,-87.795585,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,0,1
42.01743,-87.687769,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,1,0,0
42.01743,-87.687769,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.944869,-87.832763,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,0,0,1
41.944869,-87.832763,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,0,1
42.011601,-87.811506,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,0,0,1
42.011601,-87.811506,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,0,1
41.94983,-87.698457,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,1,0,0
41.979243,-87.750938,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,1,0,0
41.986921,-87.689778,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,0,1
41.986921,-87.689778,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,0,1
41.906638,-87.701431,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,0,1
41.906638,-87.701431,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,0,1
41.868077,-87.666901,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,0,1
41.868077,-87.666901,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,0,1
41.868077,-87.666901,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,1,0,0,0,0,1
41.662014,-87.724608,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,1,0
41.662014,-87.724608,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,1,0
41.662014,-87.724608,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,1,0,0,0,1,0
41.961743,-87.76007,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,1,0,0
41.961743,-87.76007,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.953067,-87.776792,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.878114,-87.629798,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.958271,-87.702575,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.932094,-87.700117,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,1,0
42.006858,-87.675919,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,1,0,0
41.916265,-87.800515,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,0,1
41.916265,-87.800515,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,0,1
41.682587,-87.707973,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,1,0
41.682587,-87.707973,0,26,82.0,69,72.0,0.0,29.45,30.09,7.3,21,8.1,0,0,0,1,64.83182192304783,8.783333333333335,15.216666666666665,82.0,69,0.0,0,0,1,0,1,0
41.963976,-87.69181,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,1,0
41.953705,-87.733974,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,82.0,69,0.0,0,1,0,1,0,0
41.964242,-87.757639,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,0,1,0,0,1
41.990284,-87.797127,0,26,81.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,1,1,1,66.97441436730708,8.783333333333335,15.216666666666665,81.0,69,0.16,0,1,0,0,1,0
